target_system	training_system	score	score_std
MPI_Symmetry	FEM_orbitrap_urine	0.6631	0.1337
MPI_Symmetry	IPB_Halle	0.5664	0.1246
MPI_Symmetry	RIKEN	0.685	0.1158
MPI_Symmetry	Eawag_XBridgeC18	0.7666	0.0856
MPI_Symmetry	MPI_Symmetry	0.7008	0.1057
MPI_Symmetry	MTBLS4	0.4572	0.0047
MPI_Symmetry	MTBLS17	0.3445	0.0077
MPI_Symmetry	MTBLS19	0.5038	0.0055
MPI_Symmetry	MTBLS20	0.5399	0.1287
MPI_Symmetry	MTBLS36	0.6288	0.1247
MPI_Symmetry	MTBLS38	0.6574	0.1071
MPI_Symmetry	MTBLS39	0.693	6e-04
MPI_Symmetry	UFZ_Phenomenex	0.6711	0.1069
MPI_Symmetry	UniToyama_Atlantis	0.6071	0.1045
MPI_Symmetry	MTBLS52	0.6475	0.0264
MPI_Symmetry	FEM_lipids	0.5926	0.0037
MTBLS17	LIFE_old	0.5316	0.1724
MTBLS17	LIFE_new	0.5413	0.16
MTBLS17	FEM_long	0.6714	0.1417
MTBLS17	FEM_short	0.178	0.0236
MTBLS17	FEM_orbitrap_plasma	0.77	0.1367
MTBLS17	FEM_orbitrap_urine	0.3486	0.1642
MTBLS17	IPB_Halle	0.6007	0.165
MTBLS17	RIKEN	0.4141	0
MTBLS17	Eawag_XBridgeC18	0.533	0
MTBLS17	MPI_Symmetry	0.3278	0.0059
MTBLS17	MTBLS4	0.1906	0.153
MTBLS17	MTBLS17	0.7488	0.1504
MTBLS17	MTBLS19	0.7055	0.1656
MTBLS17	MTBLS20	0.5947	0
MTBLS17	MTBLS36	0.6106	0.0039
MTBLS17	MTBLS38	0.3137	0.002
MTBLS17	MTBLS39	0.4053	0.0176
MTBLS17	UFZ_Phenomenex	0.2996	0
MTBLS17	UniToyama_Atlantis	0.6388	0
MTBLS17	MTBLS52	0.7348	0.0318
MTBLS17	FEM_lipids	0.6659	0.1255
UFZ_Phenomenex	LIFE_old	0.6441	0.0808
UFZ_Phenomenex	LIFE_new	0.632	0.0685
UFZ_Phenomenex	FEM_long	0.6435	0.0827
UFZ_Phenomenex	FEM_short	0.6154	0.0104
UFZ_Phenomenex	FEM_orbitrap_plasma	0.6316	0.0618
UFZ_Phenomenex	FEM_orbitrap_urine	0.6244	0.0688
UFZ_Phenomenex	IPB_Halle	0.6449	0.0697
UFZ_Phenomenex	RIKEN	0.6502	0.0764
UFZ_Phenomenex	Eawag_XBridgeC18	0.7715	0.0571
UFZ_Phenomenex	MPI_Symmetry	0.5925	0.0862
UFZ_Phenomenex	MTBLS4	0.5517	1e-04
UFZ_Phenomenex	MTBLS17	0.5189	0.0028
UFZ_Phenomenex	MTBLS19	0.4985	0.0032
UFZ_Phenomenex	MTBLS20	0.6378	0.0776
UFZ_Phenomenex	MTBLS36	0.6119	0.0043
UFZ_Phenomenex	MTBLS38	0.6146	4e-04
UFZ_Phenomenex	MTBLS39	0.4952	6e-04
UFZ_Phenomenex	UFZ_Phenomenex	0.7744	0.0456
UFZ_Phenomenex	UniToyama_Atlantis	0.5645	0.0812
UFZ_Phenomenex	MTBLS52	0.5477	0.015
UFZ_Phenomenex	FEM_lipids	0.6104	0.073
FEM_orbitrap_plasma	LIFE_old	0.7521	0.1143
FEM_orbitrap_plasma	LIFE_new	0.7121	0.1161
FEM_orbitrap_plasma	FEM_long	0.8492	0.0941
FEM_orbitrap_plasma	FEM_short	0.46	0.1638
FEM_orbitrap_plasma	FEM_orbitrap_plasma	0.8195	0.0961
FEM_orbitrap_plasma	FEM_orbitrap_urine	0.8036	0.0896
FEM_orbitrap_plasma	IPB_Halle	0.7306	0.1095
FEM_orbitrap_plasma	RIKEN	0.7111	0.1348
FEM_orbitrap_plasma	Eawag_XBridgeC18	0.7334	0
FEM_orbitrap_plasma	MPI_Symmetry	0.5902	0.1392
FEM_orbitrap_plasma	MTBLS4	0.4038	0.1647
FEM_orbitrap_plasma	MTBLS17	0.6318	0.1342
FEM_orbitrap_plasma	MTBLS19	0.7266	0.1183
FEM_orbitrap_plasma	MTBLS20	0.7658	0.1019
FEM_orbitrap_plasma	MTBLS36	0.6907	0.0929
FEM_orbitrap_plasma	MTBLS38	0.7333	0.1278
FEM_orbitrap_plasma	MTBLS39	0.4696	0.0026
FEM_orbitrap_plasma	UFZ_Phenomenex	0.7291	0.1113
FEM_orbitrap_plasma	UniToyama_Atlantis	0.7498	0.1037
FEM_orbitrap_plasma	MTBLS52	0.5931	0.0182
FEM_orbitrap_plasma	FEM_lipids	0.6129	0.1617
LIFE_new	LIFE_old	0.8231	0.0706
LIFE_new	LIFE_new	0.8264	0.0703
LIFE_new	FEM_long	0.8414	0.0622
LIFE_new	FEM_short	0.6383	0.0932
LIFE_new	FEM_orbitrap_plasma	0.7253	0.0942
LIFE_new	FEM_orbitrap_urine	0.7647	0.0817
LIFE_new	IPB_Halle	0.7794	0.0666
LIFE_new	RIKEN	0.8287	0.0642
LIFE_new	Eawag_XBridgeC18	0.7314	0.0992
LIFE_new	MPI_Symmetry	0.6747	0.1078
LIFE_new	MTBLS4	0.4611	0.127
LIFE_new	MTBLS17	0.5378	0.1267
LIFE_new	MTBLS19	0.6418	0.124
LIFE_new	MTBLS20	0.8297	0.0642
LIFE_new	MTBLS36	0.7113	0.1015
LIFE_new	MTBLS38	0.7612	0.0915
LIFE_new	MTBLS39	0.5962	0.1243
LIFE_new	UFZ_Phenomenex	0.7551	0.1
LIFE_new	UniToyama_Atlantis	0.6557	0.1218
LIFE_new	MTBLS52	0.6311	0.0102
LIFE_new	FEM_lipids	0.5295	0.1269
FEM_orbitrap_urine	LIFE_old	0.7492	0.0825
FEM_orbitrap_urine	LIFE_new	0.7654	0.0594
FEM_orbitrap_urine	FEM_long	0.816	0.0684
FEM_orbitrap_urine	FEM_short	0.4814	0.1002
FEM_orbitrap_urine	FEM_orbitrap_plasma	0.806	0.0575
FEM_orbitrap_urine	FEM_orbitrap_urine	0.8195	0.0547
FEM_orbitrap_urine	IPB_Halle	0.6813	0.079
FEM_orbitrap_urine	RIKEN	0.7882	0.0773
FEM_orbitrap_urine	Eawag_XBridgeC18	0.7528	0
FEM_orbitrap_urine	MPI_Symmetry	0.6332	0.0841
FEM_orbitrap_urine	MTBLS4	0.3987	0.0069
FEM_orbitrap_urine	MTBLS17	0.6283	0.0793
FEM_orbitrap_urine	MTBLS19	0.6879	0.088
FEM_orbitrap_urine	MTBLS20	0.7572	0.0727
FEM_orbitrap_urine	MTBLS36	0.7216	0.0716
FEM_orbitrap_urine	MTBLS38	0.789	0.0802
FEM_orbitrap_urine	MTBLS39	0.5049	0.0101
FEM_orbitrap_urine	UFZ_Phenomenex	0.7756	0.066
FEM_orbitrap_urine	UniToyama_Atlantis	0.7071	0.1013
FEM_orbitrap_urine	MTBLS52	0.5106	0.0295
FEM_orbitrap_urine	FEM_lipids	0.6111	0.0955
MTBLS19	LIFE_old	0.5597	0.1444
MTBLS19	LIFE_new	0.5256	0.1381
MTBLS19	FEM_long	0.6013	0.1537
MTBLS19	FEM_short	0.4349	0.0108
MTBLS19	FEM_orbitrap_plasma	0.6583	0.1397
MTBLS19	FEM_orbitrap_urine	0.4998	0.1463
MTBLS19	IPB_Halle	0.5381	0.1631
MTBLS19	RIKEN	0.4971	0
MTBLS19	Eawag_XBridgeC18	0.5057	0
MTBLS19	MPI_Symmetry	0.4971	0.0061
MTBLS19	MTBLS4	0.4479	0.1547
MTBLS19	MTBLS17	0.5868	0.16
MTBLS19	MTBLS19	0.6675	0.1354
MTBLS19	MTBLS20	0.5201	0.1534
MTBLS19	MTBLS36	0.5017	0.0153
MTBLS19	MTBLS38	0.468	0.0013
MTBLS19	MTBLS39	0.6006	0.0047
MTBLS19	UFZ_Phenomenex	0.4514	0
MTBLS19	UniToyama_Atlantis	0.6286	0
MTBLS19	MTBLS52	0.6457	0.0165
MTBLS19	FEM_lipids	0.7035	0.0972
MTBLS4	LIFE_old	0.6077	0.1002
MTBLS4	LIFE_new	0.5948	0.0811
MTBLS4	FEM_long	0.5144	0.1507
MTBLS4	FEM_short	0.5308	0.003
MTBLS4	FEM_orbitrap_plasma	0.6132	0.0829
MTBLS4	FEM_orbitrap_urine	0.5821	8e-04
MTBLS4	IPB_Halle	0.3325	0.1415
MTBLS4	RIKEN	0.3388	0
MTBLS4	Eawag_XBridgeC18	0.5678	0
MTBLS4	MPI_Symmetry	0.385	0.1284
MTBLS4	MTBLS4	0.6594	0.1052
MTBLS4	MTBLS17	0.2587	0.1337
MTBLS4	MTBLS19	0.2477	0.1253
MTBLS4	MTBLS20	0.359	0.155
MTBLS4	MTBLS36	0.5806	0
MTBLS4	MTBLS38	0.5733	0
MTBLS4	MTBLS39	0.5769	0
MTBLS4	UFZ_Phenomenex	0.5842	0
MTBLS4	UniToyama_Atlantis	0.2875	0
MTBLS4	MTBLS52	0.4817	0.1262
MTBLS4	FEM_lipids	0.5728	0.102
LIFE_old	LIFE_old	0.8176	0.0757
LIFE_old	LIFE_new	0.8077	0.0669
LIFE_old	FEM_long	0.7705	0.0831
LIFE_old	FEM_short	0.6419	0.1141
LIFE_old	FEM_orbitrap_plasma	0.7317	0.0843
LIFE_old	FEM_orbitrap_urine	0.7174	0.0843
LIFE_old	IPB_Halle	0.8025	0.0806
LIFE_old	RIKEN	0.8162	0.0531
LIFE_old	Eawag_XBridgeC18	0.7267	0.0805
LIFE_old	MPI_Symmetry	0.6683	0.0842
LIFE_old	MTBLS4	0.5267	0.1225
LIFE_old	MTBLS17	0.5128	0.1373
LIFE_old	MTBLS19	0.5997	0.0916
LIFE_old	MTBLS20	0.8123	0.0746
LIFE_old	MTBLS36	0.7203	0.0721
LIFE_old	MTBLS38	0.7555	0.0611
LIFE_old	MTBLS39	0.6666	0.0935
LIFE_old	UFZ_Phenomenex	0.7684	0.0582
LIFE_old	UniToyama_Atlantis	0.692	0.0764
LIFE_old	MTBLS52	0.6434	0.0036
LIFE_old	FEM_lipids	0.5799	0.1163
MTBLS39	LIFE_old	0.8304	0.1271
MTBLS39	LIFE_new	0.8416	0.1137
MTBLS39	FEM_long	0.8984	0.0842
MTBLS39	FEM_short	0.8272	0.1153
MTBLS39	FEM_orbitrap_plasma	0.7843	0
MTBLS39	FEM_orbitrap_urine	0.8183	0.0175
MTBLS39	IPB_Halle	0.702	0.0164
MTBLS39	RIKEN	0.876	0.1066
MTBLS39	Eawag_XBridgeC18	0.7582	0
MTBLS39	MPI_Symmetry	0.7804	0.0058
MTBLS39	MTBLS4	0.5869	0.0072
MTBLS39	MTBLS17	0.3255	0.0169
MTBLS39	MTBLS19	0.4863	0.0563
MTBLS39	MTBLS20	0.8304	0.1226
MTBLS39	MTBLS36	0.82	0.1709
MTBLS39	MTBLS38	0.8314	0.0055
MTBLS39	MTBLS39	0.872	0.0997
MTBLS39	UFZ_Phenomenex	0.7778	0
MTBLS39	UniToyama_Atlantis	0.5033	0
MTBLS39	MTBLS52	0.6575	0.0454
MTBLS39	FEM_lipids	0.5294	0.0179
RIKEN	LIFE_old	0.7248	0.0711
RIKEN	LIFE_new	0.777	0.0553
RIKEN	FEM_long	0.7874	0.0676
RIKEN	FEM_short	0.6694	0.07
RIKEN	FEM_orbitrap_plasma	0.6007	0.0807
RIKEN	FEM_orbitrap_urine	0.7309	0.0704
RIKEN	IPB_Halle	0.6534	0.0644
RIKEN	RIKEN	0.8186	0.0551
RIKEN	Eawag_XBridgeC18	0.6891	0.0998
RIKEN	MPI_Symmetry	0.697	0.0699
RIKEN	MTBLS4	0.5314	0.0036
RIKEN	MTBLS17	0.3794	0.0074
RIKEN	MTBLS19	0.4795	0.0034
RIKEN	MTBLS20	0.7293	0.074
RIKEN	MTBLS36	0.6891	0.0953
RIKEN	MTBLS38	0.7745	0.0556
RIKEN	MTBLS39	0.6178	0.0709
RIKEN	UFZ_Phenomenex	0.6949	0.0772
RIKEN	UniToyama_Atlantis	0.534	0.0912
RIKEN	MTBLS52	0.653	0.0152
RIKEN	FEM_lipids	0.5175	0.0961
UniToyama_Atlantis	LIFE_old	0.7436	0.0857
UniToyama_Atlantis	LIFE_new	0.754	0.0971
UniToyama_Atlantis	FEM_long	0.757	0.0791
UniToyama_Atlantis	FEM_short	0.4957	0.1208
UniToyama_Atlantis	FEM_orbitrap_plasma	0.705	0.1098
UniToyama_Atlantis	FEM_orbitrap_urine	0.6708	0.1147
UniToyama_Atlantis	IPB_Halle	0.7266	0.0837
UniToyama_Atlantis	RIKEN	0.7762	0.0939
UniToyama_Atlantis	Eawag_XBridgeC18	0.7922	0
UniToyama_Atlantis	MPI_Symmetry	0.7586	0.0861
UniToyama_Atlantis	MTBLS4	0.442	0.0018
UniToyama_Atlantis	MTBLS17	0.5493	0.0032
UniToyama_Atlantis	MTBLS19	0.5654	0.0015
UniToyama_Atlantis	MTBLS20	0.6722	0.0854
UniToyama_Atlantis	MTBLS36	0.7184	0.0052
UniToyama_Atlantis	MTBLS38	0.7033	0.0832
UniToyama_Atlantis	MTBLS39	0.6037	0.0071
UniToyama_Atlantis	UFZ_Phenomenex	0.6806	0.1026
UniToyama_Atlantis	UniToyama_Atlantis	0.8104	0.0898
UniToyama_Atlantis	MTBLS52	0.5781	0.107
UniToyama_Atlantis	FEM_lipids	0.5579	0.1025
MTBLS38	LIFE_old	0.7735	0.0942
MTBLS38	LIFE_new	0.8292	0.0718
MTBLS38	FEM_long	0.8199	0.0689
MTBLS38	FEM_short	0.6956	0.0884
MTBLS38	FEM_orbitrap_plasma	0.6802	0.1008
MTBLS38	FEM_orbitrap_urine	0.7444	0.0783
MTBLS38	IPB_Halle	0.7588	0.0822
MTBLS38	RIKEN	0.8364	0.0504
MTBLS38	Eawag_XBridgeC18	0.7504	0.0918
MTBLS38	MPI_Symmetry	0.7408	0.0965
MTBLS38	MTBLS4	0.4733	0.0066
MTBLS38	MTBLS17	0.4153	0.0023
MTBLS38	MTBLS19	0.4784	0.0048
MTBLS38	MTBLS20	0.7828	0.0907
MTBLS38	MTBLS36	0.7428	0.0719
MTBLS38	MTBLS38	0.7545	0.0743
MTBLS38	MTBLS39	0.5514	0.0037
MTBLS38	UFZ_Phenomenex	0.7357	0
MTBLS38	UniToyama_Atlantis	0.6332	0.1139
MTBLS38	MTBLS52	0.6859	0.0334
MTBLS38	FEM_lipids	0.4739	0.0038
