target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
UFZ_Phenomenex	RIKEN	0.2991	0.1518	0.4116	0.1994
UFZ_Phenomenex	Eawag_XBridgeC18	0.5414	0.1139	0.7052	0.1288
UFZ_Phenomenex	MPI_Symmetry	0.1845	0.172	0.2588	0.2313
UFZ_Phenomenex	MTBLS4	0.1032	2e-04	0.1554	3e-04
UFZ_Phenomenex	MTBLS17	0.0377	0.0055	0.0543	0.0069
UFZ_Phenomenex	MTBLS19	-0.003	0.0064	-0.0133	0.01
UFZ_Phenomenex	MTBLS20	0.2746	0.1545	0.3637	0.1999
UFZ_Phenomenex	MTBLS36	0.2231	0.0085	0.3305	0.0139
UFZ_Phenomenex	MTBLS38	0.2285	7e-04	0.3443	0.0021
UFZ_Phenomenex	MTBLS39	-0.0095	0.0011	-0.0118	0.0013
UFZ_Phenomenex	UFZ_Phenomenex	0.5473	0.0909	0.715	0.0986
UFZ_Phenomenex	UniToyama_Atlantis	0.1287	0.1621	0.1744	0.2249
UFZ_Phenomenex	MTBLS52	0.095	0.0299	0.14	0.0441
UFZ_Phenomenex	FEM_lipids	0.2201	0.1457	0.3068	0.1992
LIFE_old	LIFE_old	0.6383	0.1532	0.7745	0.1523
LIFE_old	LIFE_new	0.6182	0.1344	0.7687	0.1327
LIFE_old	FEM_long	0.546	0.1679	0.6914	0.1755
LIFE_old	FEM_short	0.288	0.2282	0.386	0.2764
LIFE_old	FEM_orbitrap_plasma	0.4652	0.1703	0.607	0.2098
LIFE_old	FEM_orbitrap_urine	0.4399	0.1712	0.603	0.1942
LIFE_old	IPB_Halle	0.61	0.164	0.7526	0.1601
LIFE_old	RIKEN	0.6374	0.1082	0.7989	0.0992
LIFE_old	Eawag_XBridgeC18	0.4576	0.1629	0.6092	0.1871
LIFE_old	MPI_Symmetry	0.339	0.169	0.4479	0.2183
LIFE_old	MTBLS4	0.0554	0.244	0.0854	0.3172
LIFE_old	MTBLS17	0.0292	0.2751	0.0694	0.3581
LIFE_old	MTBLS19	0.2025	0.1857	0.287	0.2666
LIFE_old	MTBLS20	0.6285	0.1501	0.7755	0.1577
LIFE_old	MTBLS36	0.4443	0.145	0.5998	0.1834
LIFE_old	MTBLS38	0.5135	0.1222	0.6849	0.1345
LIFE_old	MTBLS39	0.3353	0.1855	0.4506	0.2349
LIFE_old	UFZ_Phenomenex	0.5381	0.117	0.7146	0.1209
LIFE_old	UniToyama_Atlantis	0.3876	0.1547	0.536	0.1864
LIFE_old	MTBLS52	0.2903	0.0072	0.4262	0.0131
LIFE_old	FEM_lipids	0.1622	0.2317	0.2166	0.3088
MTBLS39	LIFE_old	0.6806	0.2543	0.781	0.225
MTBLS39	LIFE_new	0.7023	0.2307	0.7934	0.1925
MTBLS39	FEM_long	0.8096	0.1698	0.8873	0.1307
MTBLS39	FEM_short	0.6704	0.2272	0.7886	0.1873
MTBLS39	FEM_orbitrap_plasma	0.5855	0	0.7438	0
MTBLS39	FEM_orbitrap_urine	0.654	0.0353	0.8145	0.0194
MTBLS39	IPB_Halle	0.4197	0.033	0.5983	0.049
MTBLS39	RIKEN	0.7674	0.2086	0.8459	0.1696
MTBLS39	Eawag_XBridgeC18	0.5329	0	0.7107	0
MTBLS39	MPI_Symmetry	0.5776	0.0118	0.7649	0.016
MTBLS39	MTBLS4	0.1882	0.0144	0.238	0.0147
MTBLS39	MTBLS17	-0.3382	0.0341	-0.5413	0.0464
MTBLS39	MTBLS19	-0.0145	0.1134	-0.0826	0.2024
MTBLS39	MTBLS20	0.6713	0.2408	0.7783	0.2089
MTBLS39	MTBLS36	0.6529	0.3358	0.7345	0.3324
MTBLS39	MTBLS38	0.6803	0.011	0.8702	0.0034
MTBLS39	MTBLS39	0.76	0.2006	0.8509	0.1454
MTBLS39	UFZ_Phenomenex	0.5724	0	0.7479	0
MTBLS39	UniToyama_Atlantis	0.0197	0	-0.0455	0
MTBLS39	MTBLS52	0.3303	0.0914	0.5	0.1167
MTBLS39	FEM_lipids	0.0724	0.036	0.1252	0.0611
FEM_orbitrap_urine	LIFE_old	0.5382	0.1524	0.703	0.1617
FEM_orbitrap_urine	LIFE_new	0.5659	0.113	0.7375	0.1078
FEM_orbitrap_urine	FEM_long	0.6782	0.1324	0.8067	0.1193
FEM_orbitrap_urine	FEM_short	-0.0038	0.1896	-0.0136	0.2653
FEM_orbitrap_urine	FEM_orbitrap_plasma	0.6536	0.1193	0.7997	0.1135
FEM_orbitrap_urine	FEM_orbitrap_urine	0.6826	0.1082	0.8267	0.0953
FEM_orbitrap_urine	IPB_Halle	0.4039	0.1526	0.5434	0.1934
FEM_orbitrap_urine	RIKEN	0.6214	0.1299	0.7745	0.1313
FEM_orbitrap_urine	Eawag_XBridgeC18	0.5478	0	0.7503	0
FEM_orbitrap_urine	MPI_Symmetry	0.3061	0.1589	0.3919	0.2093
FEM_orbitrap_urine	MTBLS4	-0.1713	0.014	-0.2128	0.0171
FEM_orbitrap_urine	MTBLS17	0.2963	0.1636	0.4103	0.2139
FEM_orbitrap_urine	MTBLS19	0.4135	0.1776	0.5368	0.2136
FEM_orbitrap_urine	MTBLS20	0.5648	0.1325	0.732	0.1306
FEM_orbitrap_urine	MTBLS36	0.4816	0.144	0.6283	0.1603
FEM_orbitrap_urine	MTBLS38	0.6261	0.1483	0.7683	0.146
FEM_orbitrap_urine	MTBLS39	0.0443	0.0204	0.1243	0.0457
FEM_orbitrap_urine	UFZ_Phenomenex	0.5957	0.1236	0.7662	0.1236
FEM_orbitrap_urine	UniToyama_Atlantis	0.455	0.2077	0.5713	0.2492
FEM_orbitrap_urine	MTBLS52	0.0558	0.06	0.0879	0.0725
FEM_orbitrap_urine	FEM_lipids	0.2617	0.1951	0.3319	0.2473
MTBLS20	LIFE_old	0.5637	0.2194	0.6711	0.2401
MTBLS20	LIFE_new	0.5259	0.1947	0.6603	0.1945
MTBLS20	FEM_long	0.4719	0.2512	0.5659	0.278
MTBLS20	FEM_short	0.3077	0.2796	0.3875	0.324
MTBLS20	FEM_orbitrap_plasma	0.3319	0.3137	0.4089	0.3817
MTBLS20	FEM_orbitrap_urine	0.4424	0.2796	0.5378	0.3271
MTBLS20	IPB_Halle	0.3653	0.251	0.4525	0.301
MTBLS20	RIKEN	0.499	0.2239	0.6199	0.2449
MTBLS20	Eawag_XBridgeC18	0.3469	0.3418	0.4348	0.4125
MTBLS20	MPI_Symmetry	0.2278	0.2509	0.2926	0.3306
MTBLS20	MTBLS4	-0.1039	0.3175	-0.1389	0.4014
MTBLS20	MTBLS17	0.0905	0.0141	0.1158	0.0192
MTBLS20	MTBLS19	0.2067	0.3213	0.266	0.3839
MTBLS20	MTBLS20	0.556	0.2573	0.6784	0.2895
MTBLS20	MTBLS36	0.445	0.2131	0.5694	0.2448
MTBLS20	MTBLS38	0.4785	0.2187	0.5948	0.2386
MTBLS20	MTBLS39	0.0797	0.2614	0.0891	0.3368
MTBLS20	UFZ_Phenomenex	0.3807	0.2927	0.4637	0.3402
MTBLS20	UniToyama_Atlantis	0.1723	0.3059	0.2098	0.3849
MTBLS20	MTBLS52	0.2364	0.0165	0.3418	0.026
MTBLS20	FEM_lipids	0.1	0.2837	0.1401	0.3788
MTBLS38	LIFE_old	0.547	0.1884	0.679	0.1957
MTBLS38	LIFE_new	0.6583	0.1435	0.7864	0.1293
MTBLS38	FEM_long	0.6398	0.1378	0.7919	0.1239
MTBLS38	FEM_short	0.3913	0.1769	0.5032	0.2224
MTBLS38	FEM_orbitrap_plasma	0.3604	0.2015	0.4785	0.2345
MTBLS38	FEM_orbitrap_urine	0.4887	0.1566	0.6346	0.1727
MTBLS38	IPB_Halle	0.5175	0.1643	0.6655	0.1727
MTBLS38	RIKEN	0.6729	0.1007	0.8269	0.0848
MTBLS38	Eawag_XBridgeC18	0.5008	0.1837	0.6404	0.2075
MTBLS38	MPI_Symmetry	0.4816	0.1931	0.6136	0.2237
MTBLS38	MTBLS4	-0.0535	0.0132	-0.0827	0.0195
MTBLS38	MTBLS17	-0.1694	0.0046	-0.2435	0.0088
MTBLS38	MTBLS19	-0.0432	0.0096	-0.0659	0.012
MTBLS38	MTBLS20	0.5655	0.1815	0.7198	0.1745
MTBLS38	MTBLS36	0.4855	0.1437	0.6292	0.1619
MTBLS38	MTBLS38	0.509	0.1486	0.6587	0.1638
MTBLS38	MTBLS39	0.1027	0.0075	0.1566	0.0094
MTBLS38	UFZ_Phenomenex	0.4715	0	0.6771	0
MTBLS38	UniToyama_Atlantis	0.2665	0.2279	0.3675	0.2992
MTBLS38	MTBLS52	0.3718	0.0668	0.5055	0.0664
MTBLS38	FEM_lipids	-0.0523	0.0075	-0.0814	0.0093
RIKEN	LIFE_old	0.4511	0.1417	0.5903	0.1719
RIKEN	LIFE_new	0.5545	0.1116	0.7125	0.1191
RIKEN	FEM_long	0.5739	0.1338	0.717	0.1401
RIKEN	FEM_short	0.3396	0.1397	0.478	0.1831
RIKEN	FEM_orbitrap_plasma	0.2035	0.1613	0.2731	0.2297
RIKEN	FEM_orbitrap_urine	0.4623	0.1404	0.5932	0.1694
RIKEN	IPB_Halle	0.3078	0.1292	0.4218	0.1669
RIKEN	RIKEN	0.6376	0.1112	0.7826	0.117
RIKEN	Eawag_XBridgeC18	0.3794	0.1979	0.4915	0.258
RIKEN	MPI_Symmetry	0.3956	0.1403	0.5331	0.174
RIKEN	MTBLS4	0.0652	0.0072	0.0952	0.0104
RIKEN	MTBLS17	-0.238	0.0147	-0.3318	0.0224
RIKEN	MTBLS19	-0.0384	0.0067	-0.0581	0.0113
RIKEN	MTBLS20	0.4602	0.1479	0.6065	0.1772
RIKEN	MTBLS36	0.379	0.1896	0.4967	0.232
RIKEN	MTBLS38	0.5489	0.111	0.7088	0.12
RIKEN	MTBLS39	0.2373	0.1413	0.3377	0.1855
RIKEN	UFZ_Phenomenex	0.3903	0.1541	0.542	0.195
RIKEN	UniToyama_Atlantis	0.0697	0.181	0.1096	0.2558
RIKEN	MTBLS52	0.3074	0.0302	0.4498	0.0403
RIKEN	FEM_lipids	0.0372	0.1912	0.0502	0.2624
MTBLS4	LIFE_old	0.5322	0.1727	0.6775	0.177
MTBLS4	LIFE_new	0.5181	0.1413	0.6595	0.1566
MTBLS4	FEM_long	0.3456	0.296	0.4427	0.385
MTBLS4	FEM_short	0.3669	0.0069	0.4995	0.0068
MTBLS4	FEM_orbitrap_plasma	0.5557	0.1222	0.6932	0.1276
MTBLS4	FEM_orbitrap_urine	0.4853	0.0019	0.6731	0.0017
MTBLS4	IPB_Halle	-0.0818	0.3262	-0.1346	0.4094
MTBLS4	RIKEN	-0.0761	0	-0.1458	0
MTBLS4	Eawag_XBridgeC18	0.4523	0	0.6568	0
MTBLS4	MPI_Symmetry	0.0304	0.2964	0.0371	0.4356
MTBLS4	MTBLS4	0.6562	0.1205	0.7793	0.1117
MTBLS4	MTBLS17	-0.2628	0.2851	-0.3571	0.3333
MTBLS4	MTBLS19	-0.2885	0.2518	-0.3855	0.3129
MTBLS4	MTBLS20	-0.0437	0.3188	-0.0945	0.397
MTBLS4	MTBLS36	0.4819	0	0.6635	0
MTBLS4	MTBLS38	0.465	0	0.6594	0
MTBLS4	MTBLS39	0.4734	0	0.6542	0
MTBLS4	UFZ_Phenomenex	0.4903	0	0.6812	0
MTBLS4	UniToyama_Atlantis	-0.1944	0	-0.2749	0
MTBLS4	MTBLS52	0.2536	0.2914	0.332	0.4306
MTBLS4	FEM_lipids	0.4639	0.2061	0.5648	0.2369
FEM_lipids	LIFE_old	0.1014	0.1652	0.1197	0.226
FEM_lipids	LIFE_new	0.1166	0.1823	0.1241	0.2604
FEM_lipids	FEM_long	0.3619	0.1711	0.4859	0.2171
FEM_lipids	FEM_short	0.2136	0.0143	0.3062	0.0246
FEM_lipids	FEM_orbitrap_plasma	0.3227	0.1609	0.426	0.1975
FEM_lipids	FEM_orbitrap_urine	0.1416	0.1608	0.2094	0.2275
FEM_lipids	IPB_Halle	0.0477	0.1549	0.0615	0.2224
FEM_lipids	RIKEN	0.1404	0.1586	0.1702	0.2146
FEM_lipids	Eawag_XBridgeC18	0.4141	0	0.5776	0
FEM_lipids	MPI_Symmetry	0.0828	0.0029	0.0716	0.0066
FEM_lipids	MTBLS4	0.1861	0.1746	0.2602	0.2276
FEM_lipids	MTBLS17	0.1467	0.1603	0.1917	0.215
FEM_lipids	MTBLS19	0.2594	0.1625	0.3643	0.2132
FEM_lipids	MTBLS20	0.2018	0.1424	0.2893	0.1944
FEM_lipids	MTBLS36	0.2205	0.0179	0.3071	0.0181
FEM_lipids	MTBLS38	0.0307	0	0.0461	0
FEM_lipids	MTBLS39	0.049	0.007	0.0701	0.0082
FEM_lipids	UFZ_Phenomenex	0.2256	0.1959	0.2732	0.2525
FEM_lipids	UniToyama_Atlantis	0.134	0.1775	0.1795	0.2477
FEM_lipids	MTBLS52	0.2017	0.0501	0.3035	0.0589
FEM_lipids	FEM_lipids	0.5528	0.143	0.6978	0.1589
IPB_Halle	LIFE_old	0.6192	0.1302	0.7602	0.12
IPB_Halle	LIFE_new	0.5593	0.1569	0.6909	0.1631
IPB_Halle	FEM_long	0.536	0.1529	0.6836	0.1608
IPB_Halle	FEM_short	0.0805	0.1515	0.1418	0.2088
IPB_Halle	FEM_orbitrap_plasma	0.4433	0.1668	0.583	0.1894
IPB_Halle	FEM_orbitrap_urine	0.4703	0.1749	0.6106	0.186
IPB_Halle	IPB_Halle	0.605	0.1575	0.7307	0.1656
IPB_Halle	RIKEN	0.4272	0.1749	0.5627	0.1957
IPB_Halle	Eawag_XBridgeC18	0.4505	0.1762	0.5954	0.199
IPB_Halle	MPI_Symmetry	0.2586	0.2177	0.3666	0.2833
IPB_Halle	MTBLS4	-0.0718	0.1828	-0.1069	0.2499
IPB_Halle	MTBLS17	0.1003	0.1585	0.1432	0.229
IPB_Halle	MTBLS19	0.178	0.1926	0.2477	0.2508
IPB_Halle	MTBLS20	0.537	0.154	0.6813	0.1623
IPB_Halle	MTBLS36	0.359	0.186	0.4702	0.2259
IPB_Halle	MTBLS38	0.4634	0.1433	0.6102	0.1632
IPB_Halle	MTBLS39	0.1527	0.0019	0.2104	0.003
IPB_Halle	UFZ_Phenomenex	0.4494	0.1439	0.5824	0.1697
IPB_Halle	UniToyama_Atlantis	0.3687	0.1619	0.4828	0.2074
IPB_Halle	MTBLS52	0.3482	0.0131	0.4822	0.0081
IPB_Halle	FEM_lipids	-0.0314	0.2111	-0.0359	0.2844
MTBLS52	LIFE_old	0.3393	0	0.4408	0
MTBLS52	LIFE_new	0.4108	0	0.5464	0
MTBLS52	FEM_long	0.4822	0	0.6291	0
MTBLS52	FEM_short	0.4108	0.0539	0.5545	0.0518
MTBLS52	FEM_orbitrap_plasma	0.256	0	0.4039	0
MTBLS52	FEM_orbitrap_urine	0.0655	0.0326	0.0231	0.0492
MTBLS52	IPB_Halle	0.337	0.0361	0.4366	0.0478
MTBLS52	RIKEN	0.3989	0	0.5552	0
MTBLS52	Eawag_XBridgeC18	-0.0893	0	-0.1276	0
MTBLS52	MPI_Symmetry	0.3298	0.0457	0.4792	0.0448
MTBLS52	MTBLS4	0.1203	0.0373	0.1586	0.0449
MTBLS52	MTBLS17	0.0156	0.0787	0.0324	0.0844
MTBLS52	MTBLS19	0.3512	0	0.4655	0
MTBLS52	MTBLS20	0.4108	0	0.5675	0
MTBLS52	MTBLS36	0.2631	0.0065	0.4109	0.0241
MTBLS52	MTBLS38	0.3417	0.0319	0.4113	0.0205
MTBLS52	MTBLS39	0.4108	0.0326	0.5264	0.0039
MTBLS52	UFZ_Phenomenex	-0.2679	0	-0.418	0
MTBLS52	UniToyama_Atlantis	0.0807	0.4437	0.0603	0.5417
MTBLS52	MTBLS52	0.4061	0.381	0.4845	0.4319
MTBLS52	FEM_lipids	0.287	0.0426	0.4134	0.0449
MTBLS17	LIFE_old	0.1577	0.3525	0.2399	0.4224
MTBLS17	LIFE_new	0.1667	0.3232	0.2142	0.4096
MTBLS17	FEM_long	0.4367	0.2938	0.5406	0.3269
MTBLS17	FEM_short	-0.589	0.0489	-0.762	0.0592
MTBLS17	FEM_orbitrap_plasma	0.639	0.2591	0.7349	0.2665
MTBLS17	FEM_orbitrap_urine	-0.2319	0.3345	-0.2607	0.4168
MTBLS17	IPB_Halle	0.2862	0.3356	0.3841	0.3825
MTBLS17	RIKEN	-0.1003	0	-0.183	0
MTBLS17	Eawag_XBridgeC18	0.1459	0	0.1431	0
MTBLS17	MPI_Symmetry	-0.279	0.0122	-0.5331	0.0051
MTBLS17	MTBLS4	-0.5622	0.3239	-0.6489	0.3481
MTBLS17	MTBLS17	0.5883	0.2752	0.7109	0.2723
MTBLS17	MTBLS19	0.5014	0.3083	0.6039	0.3249
MTBLS17	MTBLS20	0.2735	0	0.3974	0
MTBLS17	MTBLS36	0.3063	0.0082	0.3974	0.0016
MTBLS17	MTBLS38	-0.3082	0.0041	-0.4134	0.0076
MTBLS17	MTBLS39	-0.1185	0.0365	-0.1171	0.0386
MTBLS17	UFZ_Phenomenex	-0.3373	0	-0.5148	0
MTBLS17	UniToyama_Atlantis	0.3647	0	0.5057	0
MTBLS17	MTBLS52	0.5634	0.0659	0.7217	0.1056
MTBLS17	FEM_lipids	0.4166	0.2526	0.5443	0.2865
FEM_short	LIFE_old	0.3592	0.1454	0.4586	0.186
FEM_short	LIFE_new	0.4178	0.1546	0.5562	0.1858
FEM_short	FEM_long	0.7023	0.0911	0.8498	0.0776
FEM_short	FEM_short	0.6183	0.0951	0.7805	0.0936
FEM_short	FEM_orbitrap_plasma	0.2632	0.1626	0.3392	0.2202
FEM_short	FEM_orbitrap_urine	0.4761	0.1168	0.639	0.1287
FEM_short	IPB_Halle	0.0249	0.1745	0.0315	0.236
FEM_short	RIKEN	0.5685	0.1294	0.7152	0.1317
FEM_short	Eawag_XBridgeC18	0.3898	0	0.5174	0
FEM_short	MPI_Symmetry	0.458	0.1672	0.5896	0.1948
FEM_short	MTBLS4	0.4298	0.0042	0.585	0.0045
FEM_short	MTBLS17	-0.2901	0.0123	-0.4098	0.018
FEM_short	MTBLS19	-0.0374	0.0131	-0.0823	0.0194
FEM_short	MTBLS20	0.3987	0.1632	0.5203	0.1988
FEM_short	MTBLS36	0.2735	0.1509	0.3666	0.196
FEM_short	MTBLS38	0.4519	0.1799	0.5883	0.213
FEM_short	MTBLS39	0.4187	0.1161	0.5692	0.1377
FEM_short	UFZ_Phenomenex	0.4562	4e-04	0.6438	4e-04
FEM_short	UniToyama_Atlantis	-0.0947	0.1834	-0.1042	0.2562
FEM_short	MTBLS52	0.0776	0.0907	0.122	0.1256
FEM_short	FEM_lipids	0.3366	0	0.4901	0
LIFE_new	LIFE_old	0.6479	0.1409	0.7949	0.1237
LIFE_new	LIFE_new	0.6537	0.1408	0.7936	0.1379
LIFE_new	FEM_long	0.6851	0.1229	0.8245	0.1141
LIFE_new	FEM_short	0.2797	0.1858	0.392	0.2384
LIFE_new	FEM_orbitrap_plasma	0.4529	0.1896	0.5911	0.2197
LIFE_new	FEM_orbitrap_urine	0.5321	0.1634	0.6899	0.1737
LIFE_new	IPB_Halle	0.5628	0.1331	0.7114	0.1418
LIFE_new	RIKEN	0.6573	0.1282	0.8108	0.1149
LIFE_new	Eawag_XBridgeC18	0.465	0.2	0.5769	0.2427
LIFE_new	MPI_Symmetry	0.3515	0.2171	0.4704	0.2786
LIFE_new	MTBLS4	-0.0745	0.2544	-0.1041	0.3372
LIFE_new	MTBLS17	0.0766	0.253	0.1152	0.3321
LIFE_new	MTBLS19	0.2856	0.2467	0.3726	0.3173
LIFE_new	MTBLS20	0.6624	0.1309	0.8147	0.1196
LIFE_new	MTBLS36	0.4245	0.2043	0.5662	0.2473
LIFE_new	MTBLS38	0.5267	0.1837	0.6727	0.189
LIFE_new	MTBLS39	0.1954	0.2489	0.2639	0.3268
LIFE_new	UFZ_Phenomenex	0.5127	0.2005	0.6444	0.2311
LIFE_new	UniToyama_Atlantis	0.3132	0.2453	0.4112	0.3132
LIFE_new	MTBLS52	0.2649	0.0205	0.3897	0.0248
LIFE_new	FEM_lipids	0.0612	0.2527	0.0741	0.3322
FEM_orbitrap_plasma	LIFE_old	0.519	0.2245	0.6547	0.2346
FEM_orbitrap_plasma	LIFE_new	0.4474	0.2292	0.5759	0.2479
FEM_orbitrap_plasma	FEM_long	0.719	0.1907	0.8194	0.1769
FEM_orbitrap_plasma	FEM_short	-0.0551	0.3275	-0.0948	0.4137
FEM_orbitrap_plasma	FEM_orbitrap_plasma	0.6693	0.188	0.7963	0.159
FEM_orbitrap_plasma	FEM_orbitrap_urine	0.6313	0.1731	0.7529	0.1631
FEM_orbitrap_plasma	IPB_Halle	0.4884	0.2054	0.6301	0.231
FEM_orbitrap_plasma	RIKEN	0.445	0.2647	0.5638	0.2871
FEM_orbitrap_plasma	Eawag_XBridgeC18	0.4892	0	0.6641	0
FEM_orbitrap_plasma	MPI_Symmetry	0.2071	0.2752	0.2498	0.337
FEM_orbitrap_plasma	MTBLS4	-0.1798	0.3351	-0.2368	0.4275
FEM_orbitrap_plasma	MTBLS17	0.2801	0.2631	0.3916	0.3215
