target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
MPI_Symmetry	IPB_Halle	0	0	55.4	10	-1	45	13.2429	0	0	0.6476	0	0	0	0
MPI_Symmetry	RIKEN	0	0	179.744	10	-1	45	13.6483	0	0	0.8319	0	0	0	0
MPI_Symmetry	Eawag_XBridgeC18	0	0	316.704	10	-1	45	12.71	0	0	0.4583	0	0	0	0
MPI_Symmetry	MPI_Symmetry	0	0	28	10	-1	45	13.0242	0	0	0	0	0	0	0
MPI_Symmetry	MTBLS4	0	0	34	38	-1	703	13.1907	0	0	0	0	0	0	0
MPI_Symmetry	MTBLS17	0	0	22	38	-1	703	13.2564	0	0	0	0	0	0	0
MPI_Symmetry	MTBLS19	0	0	27	38	-1	703	13.2557	0	0	0	0	0	0	0
MPI_Symmetry	MTBLS20	0	0	78.728	10	-1	45	14.9916	0	0	0.4468	0	0	0	0
MPI_Symmetry	MTBLS36	0	0	47.424	10	-1	45	15.5091	0	0	0.6383	0	0	0	0
MPI_Symmetry	MTBLS38	0	0	36.496	10	-1	45	15.8581	0	0	0.6302	0	0	0	0
MPI_Symmetry	MTBLS39	0	0	18	38	-1	703	16.1404	0	0	0	0	0	0	0
MPI_Symmetry	UFZ_Phenomenex	0	0	191.36	10	-1	45	16.3301	0	0	0.6768	0	0	0	0
MPI_Symmetry	UniToyama_Atlantis	0	0	97.088	10	-1	45	15.9514	0	0	1.0001	0	0	0	0
MPI_Symmetry	MTBLS52	0	0	19	38	-1	703	14.9766	0	0	0	0	0	0	0
MPI_Symmetry	FEM_lipids	0	0	63	38	-1	703	15.0186	0	0	0	0	0	0	0
UniToyama_Atlantis	LIFE_old	0	0	126.8	9.9	-1	44.1	14.3499	0	0	0.4518	0.303	0	2.7274	2.7274
UniToyama_Atlantis	LIFE_new	0	0	105.5	9.9	-1	44.1	14.6142	0	0	0.8144	0.303	0	2.7274	2.7274
UniToyama_Atlantis	FEM_long	0	0	279.1	9.9	-1	44.1	15.421	0	0	1.1824	0.303	0	2.7274	2.7274
UniToyama_Atlantis	FEM_short	0	0	64.4	9.9	-1	44.1	15.4723	0	0	0.7284	0.303	0	2.7274	2.7274
UniToyama_Atlantis	FEM_orbitrap_plasma	0	0	77.9	9.9	-1	44.1	15.6442	0	0	0.7354	0.303	0	2.7274	2.7274
UniToyama_Atlantis	FEM_orbitrap_urine	0	0	50.8	9.9	-1	44.1	16.3197	0	0	0.4041	0.303	0	2.7274	2.7274
UniToyama_Atlantis	IPB_Halle	0	0	55.8	9.9	-1	44.1	16.5476	0	0	0.4518	0.303	0	2.7274	2.7274
UniToyama_Atlantis	RIKEN	0	0	180.2	9.9	-1	44.1	16.8912	0	0	0.833	0.303	0	2.7274	2.7274
UniToyama_Atlantis	Eawag_XBridgeC18	0	0	317	99	-1	4851	16.8281	0	0	0	0	0	0	0
UniToyama_Atlantis	MPI_Symmetry	0	0	37.3	9.9	-1	44.1	17.0374	0	0	0.8391	0.303	0	2.7274	2.7274
UniToyama_Atlantis	MTBLS4	0	0	34	99	-1	4851	17.3271	0	0	0	0	0	0	0
UniToyama_Atlantis	MTBLS17	0	0	22	99	-1	4851	17.0824	0	0	0	0	0	0	0
UniToyama_Atlantis	MTBLS19	0	0	27	99	-1	4851	17.4319	0	0	0	0	0	0	0
UniToyama_Atlantis	MTBLS20	0	0	78.9	9.9	-1	44.1	17.3629	0	0	0.303	0.303	0	2.7274	2.7274
UniToyama_Atlantis	MTBLS36	0	0	48	99	-1	4851	17.391	0	0	0	0	0	0	0
UniToyama_Atlantis	MTBLS38	0	0	36.7	9.9	-1	44.1	17.5668	0	0	0.4629	0.303	0	2.7274	2.7274
UniToyama_Atlantis	MTBLS39	0	0	18	99	-1	4851	17.7269	0	0	0	0	0	0	0
UniToyama_Atlantis	UFZ_Phenomenex	0	0	191.8	9.9	-1	44.1	17.9475	0	0	0.4949	0.303	0	2.7274	2.7274
UniToyama_Atlantis	UniToyama_Atlantis	0	0	89.1	9.9	-1	44.1	18.2016	0	0	0.303	0.303	0	2.7274	2.7274
UniToyama_Atlantis	MTBLS52	0	0	18.9	9.9	-1	44.1	18.5138	0	0	0.303	0.303	0	2.7274	2.7274
UniToyama_Atlantis	FEM_lipids	0	0	62.7	9.9	-1	44.1	18.9144	0	0	0.5051	0.303	0	2.7274	2.7274
MTBLS19	LIFE_old	0	0	126.144	7	-1	20.96	9.9819	0	0	0.8002	0	0	0.1967	0.1967
MTBLS19	LIFE_new	0	0	104.904	7	-1	20.928	10.8567	0	0	0.9369	0	0	0.2595	0.2595
MTBLS19	FEM_long	0	0	280.16	7	-1	20.936	11.8732	0	0	0.734	0	0	0.2457	0.2457
MTBLS19	FEM_short	0	0	65	27	-1	350	11.9858	0	0	0	0	0	0	0
MTBLS19	FEM_orbitrap_plasma	0	0	77.112	7	-1	20.96	12.0803	0	0	0.969	0	0	0.1967	0.1967
MTBLS19	FEM_orbitrap_urine	0	0	49.528	7	-1	20.952	12.479	0	0	0.8851	0	0	0.2146	0.2146
MTBLS19	IPB_Halle	0	0	55.784	7	-1	20.944	12.9085	0	0	0.4132	0	0	0.2308	0.2308
MTBLS19	RIKEN	0	0	181	27	-1	350	13.1152	0	0	0	0	0	0	0
MTBLS19	Eawag_XBridgeC18	0	0	317	27	-1	350	13.312	0	0	0	0	0	0	0
MTBLS19	MPI_Symmetry	0	0	38	27	-1	350	13.1121	0	0	0	0	0	0	0
MTBLS19	MTBLS4	0	0	33.464	7	-1	20.944	13.3866	0	0	0.5895	0	0	0.2308	0.2308
MTBLS19	MTBLS17	0	0	20.912	7	-1	20.904	13.8087	0	0	0.916	0	0	0.2958	0.2958
MTBLS19	MTBLS19	0	0	20	7	-1	20.92	14.2115	0	0	0	0	0	0.2724	0.2724
MTBLS19	MTBLS20	0	0	78.752	7	-1	20.968	14.6029	0	0	0.4336	0	0	0.1767	0.1767
MTBLS19	MTBLS36	0	0	48	27	-1	350	14.8479	0	0	0	0	0	0	0
MTBLS19	MTBLS38	0	0	37	27	-1	350	14.9013	0	0	0	0	0	0	0
MTBLS19	MTBLS39	0	0	18	27	-1	350	14.9009	0	0	0	0	0	0	0
MTBLS19	UFZ_Phenomenex	0	0	192	27	-1	350	14.9853	0	0	0	0	0	0	0
MTBLS19	UniToyama_Atlantis	0	0	99	27	-1	350	14.9773	0	0	0	0	0	0	0
MTBLS19	MTBLS52	0	0	19	27	-1	350	14.9455	0	0	0	0	0	0	0
MTBLS19	FEM_lipids	0	0	61.448	7	-1	20.992	15.1633	0	0	0.8931	0	0	0.0894	0.0894
MTBLS39	LIFE_old	0	0	126.416	5	-1	10	12.515	0	0	0.6115	0	0	0	0
MTBLS39	LIFE_new	0	0	105.736	5	-1	10	12.9945	0	0	0.4426	0	0	0	0
MTBLS39	FEM_long	0	0	278.616	5	-1	10	13.4941	0	0	0.957	0	0	0	0
MTBLS39	FEM_short	0	0	64.384	5	-1	10	13.9303	0	0	0.6573	0	0	0	0
MTBLS39	FEM_orbitrap_plasma	0	0	79	18	-1	153	14.156	0	0	0	0	0	0	0
MTBLS39	FEM_orbitrap_urine	0	0	51	18	-1	153	14.0542	0	0	0	0	0	0	0
MTBLS39	IPB_Halle	0	0	56	18	-1	153	14.2194	0	0	0	0	0	0	0
MTBLS39	RIKEN	0	0	179.704	5	-1	10	14.5587	0	0	0.8982	0	0	0	0
MTBLS39	Eawag_XBridgeC18	0	0	317	18	-1	153	14.8366	0	0	0	0	0	0	0
MTBLS39	MPI_Symmetry	0	0	38	18	-1	153	14.8137	0	0	0	0	0	0	0
MTBLS39	MTBLS4	0	0	34	18	-1	153	14.8748	0	0	0	0	0	0	0
MTBLS39	MTBLS17	0	0	22	18	-1	153	14.977	0	0	0	0	0	0	0
MTBLS39	MTBLS19	0	0	27	18	-1	153	14.9515	0	0	0	0	0	0	0
MTBLS39	MTBLS20	0	0	78.648	5	-1	10	15.2558	0	0	0.4795	0	0	0	0
MTBLS39	MTBLS36	0	0	47.448	5	-1	10	15.5809	0	0	0.6151	0	0	0	0
MTBLS39	MTBLS38	0	0	37	18	-1	153	15.8781	0	0	0	0	0	0	0
MTBLS39	MTBLS39	0	0	13	5	-1	10	15.9647	0	0	0	0	0	0	0
MTBLS39	UFZ_Phenomenex	0	0	192	18	-1	153	16.2713	0	0	0	0	0	0	0
MTBLS39	UniToyama_Atlantis	0	0	99	18	-1	153	16.3024	0	0	0	0	0	0	0
MTBLS39	MTBLS52	0	0	19	18	-1	153	16.5396	0	0	0	0	0	0	0
MTBLS39	FEM_lipids	0	0	63	18	-1	153	16.5992	0	0	0	0	0	0	0
FEM_short	LIFE_old	0	0	126.288	17	-1	135.672	14.1531	0	0	0.7164	0	0	0.5202	0.5202
FEM_short	LIFE_new	0	0	105.776	17	-1	135.536	17.3397	0	0	0.4186	0	0	0.5895	0.5895
FEM_short	FEM_long	0	0	267.784	17	-1	135.68	17.7818	0	0	1.4289	0	0	0.5477	0.5477
FEM_short	FEM_short	0	0	48	17	-1	135.688	16.4773	0	0	0	0	0	0.545	0.545
FEM_short	FEM_orbitrap_plasma	0	0	76.056	17	-1	135.664	17.3468	0	0	1.4273	0	0	0.5812	0.5812
FEM_short	FEM_orbitrap_urine	0	0	49.96	17	-1	135.672	17.8299	0	0	0.9016	0	0	0.5503	0.5503
FEM_short	IPB_Halle	0	0	55.752	17	-1	135.672	18.5017	0	0	0.4336	0	0	0.5355	0.5355
FEM_short	RIKEN	0	0	177.744	17	-1	135.736	18.8631	0	0	1.4586	0	0	0.5103	0.5103
FEM_short	Eawag_XBridgeC18	0	0	317	65	-1	2075	18.4004	0	0	0	0	0	0	0
FEM_short	MPI_Symmetry	0	0	36.752	17	-1	135.616	19.5245	0	0	0.9643	0	0	0.5356	0.5356
FEM_short	MTBLS4	0	0	34	65	-1	2075	19.6085	0	0	0	0	0	0	0
FEM_short	MTBLS17	0	0	22	65	-1	2075	20.1811	0	0	0	0	0	0	0
FEM_short	MTBLS19	0	0	27	65	-1	2075	20.0142	0	0	0	0	0	0	0
FEM_short	MTBLS20	0	0	78.704	17	-1	135.76	20.2624	0	0	0.4583	0	0	0.4649	0.4649
FEM_short	MTBLS36	0	0	47.48	17	-1	135.656	20.6016	0	0	0.6672	0	0	0.5834	0.5834
FEM_short	MTBLS38	0	0	35.92	17	-1	135.704	20.6742	0	0	0.8191	0	0	0.524	0.524
FEM_short	MTBLS39	0	0	17.464	17	-1	135.656	21.2408	0	0	0.6419	0	0	0.5834	0.5834
FEM_short	UFZ_Phenomenex	0	0	192	65	-1	2075	20.9692	0	0	0	0	0	0	0
FEM_short	UniToyama_Atlantis	0	0	97.36	17	-1	135.68	20.5038	0	0	1.0426	0	0	0.5328	0.5328
FEM_short	MTBLS52	0	0	19	65	-1	2075	20.8234	0	0	0	0	0	0	0
FEM_short	FEM_lipids	0	0	63	65	-1	2075	20.3605	0	0	0	0	0	0	0
FEM_long	LIFE_old	0	0	125.1	28.1	-1	380.54	13.6267	0	0	1.3887	0.303	0	8.4545	8.4545
FEM_long	LIFE_new	0	0	103.9	28.1	-1	380.36	13.7536	0	0	1.5551	0.303	0	8.451	8.451
