"system";"name";"pubchem";"inchi";"date.added";"username";"predicted";"suspect";"recorded_rt"
"FEM_short";"kaempferol 3-glucoside";NA;"InChI=1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2";2015-06-08 16:18:57;"jan";FALSE;FALSE;20.285
"FEM_short";"kaempferol 3-rutinoside";NA;"InChI=1S/C27H30O15/c1-9-17(31)20(34)22(36)26(39-9)38-8-15-18(32)21(35)23(37)27(41-15)42-25-19(33)16-13(30)6-12(29)7-14(16)40-24(25)10-2-4-11(28)5-3-10/h2-7,9,15,17-18,20-23,26-32,34-37H,8H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.49
"FEM_short";"luteolin 7-glucoside";NA;"InChI=1S/C21H20O11/c22-7-16-18(27)19(28)20(29)21(32-16)30-9-4-12(25)17-13(26)6-14(31-15(17)5-9)8-1-2-10(23)11(24)3-8/h1-6,16,18-25,27-29H,7H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;19.73
"FEM_short";"methyl gallate";NA;"InChI=1S/C8H8O5/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,9-11H,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;10.73
"FEM_short";"myricetin";NA;"InChI=1S/C15H10O8/c16-6-3-7(17)11-10(4-6)23-15(14(22)13(11)21)5-1-8(18)12(20)9(19)2-5/h1-4,16-20,22H";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.46
"FEM_short";"naringenin";NA;"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;21.04
"FEM_long";"epicatechin";NA;"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2";2015-05-12 15:32:45;"jan";FALSE;FALSE;20.465
"FEM_long";"epicatechin gallate";NA;"InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;24.72
"FEM_long";"epigallocatechin";NA;"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;16.505
"FEM_long";"epigallo-catechin gallate";NA;"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2";2015-06-08 18:19:00;"jan";FALSE;TRUE;22.2925
"FEM_long";"3,5-dihydroxybenzoic acid";NA;"InChI=1S/C7H6O4/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,8-9H,(H,10,11)";2014-09-02 16:20:11;"jan";FALSE;FALSE;14.3
"FEM_long";"4-hydroxybenzoic acid";NA;"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)";2015-06-03 12:35:17;"jan";FALSE;FALSE;17.48
"FEM_long";"astringin";NA;"InChI=1S/C20H22O9/c21-9-16-17(25)18(26)19(27)20(29-16)28-13-6-11(5-12(22)8-13)2-1-10-3-4-14(23)15(24)7-10/h1-8,16-27H,9H2";2015-05-12 15:26:07;"jan";FALSE;FALSE;22.7
"FEM_long";"caffeic acid+catechin condensation product";NA;"InChI=1S/C24H20O9/c25-14-3-1-10(5-17(14)28)12-8-21(31)32-20-9-16(27)13-7-19(30)23(33-24(13)22(12)20)11-2-4-15(26)18(29)6-11/h1-6,9,12,19,23,25-30H,7-8H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;26.09
"FEM_long";"caftaric acid";NA;"InChI=1S/C13H12O9/c14-7-3-1-6(5-8(7)15)2-4-9(16)22-11(13(20)21)10(17)12(18)19/h1-5,10-11,14-15,17H,(H,18,19)(H,20,21)";2014-09-02 16:20:11;"jan";FALSE;FALSE;15.5
"FEM_long";"cis-ε-viniferin";NA;"InChI=1S/C28H22O6/c29-20-7-2-16(3-8-20)1-4-18-11-24(33)15-25-26(18)27(19-12-22(31)14-23(32)13-19)28(34-25)17-5-9-21(30)10-6-17/h1-15,27-33H";2014-09-02 16:20:11;"jan";FALSE;FALSE;33.46
"FEM_long";"cis-piceid";NA;"InChI=1S/C20H22O8/c21-10-16-17(24)18(25)19(26)20(28-16)27-15-8-12(7-14(23)9-15)2-1-11-3-5-13(22)6-4-11/h1-9,16-26H,10H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;27.25
"FEM_long";"cis-resveratrol";NA;"InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H";2014-09-02 16:20:11;"jan";FALSE;FALSE;30.35
"FEM_long";"ellagic acid";NA;"InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H";2014-09-02 16:20:11;"jan";FALSE;FALSE;30.2
"FEM_long";"epiafzelechin";NA;"InChI=1S/C15H14O5/c16-9-3-1-8(2-4-9)15-13(19)7-11-12(18)5-10(17)6-14(11)20-15/h1-6,13,15-19H,7H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;24.37
"FEM_long";"esculetin";NA;"InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.13
"FEM_long";"fertaric acid";NA;"InChI=1S/C14H14O9/c1-22-9-6-7(2-4-8(9)15)3-5-10(16)23-12(14(20)21)11(17)13(18)19/h2-6,11-12,15,17H,1H3,(H,18,19)(H,20,21)";2014-09-02 16:20:11;"jan";FALSE;FALSE;19.5
"FEM_long";"fraxin";NA;"InChI=1S/C16H18O10/c1-23-7-4-6-2-3-9(18)25-14(6)15(11(7)20)26-16-13(22)12(21)10(19)8(5-17)24-16/h2-4,8,10,12-13,16-17,19-22H,5H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.87
"FEM_long";"hesperetin";NA;"InChI=1S/C16H14O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6,14,17-19H,7H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;34.78
"FEM_long";"methyl gallate";NA;"InChI=1S/C8H8O5/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,9-11H,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;18.2
"FEM_long";"isohopeaphenol";NA;"InChI=1S/C56H42O12/c57-29-9-1-25(2-10-29)45-47-37(17-33(61)21-41(47)65)53-49-39(19-35(63)23-43(49)67-55(53)27-5-13-31(59)14-6-27)51(45)52-40-20-36(64)24-44-50(40)54(56(68-44)28-7-15-32(60)16-8-28)38-18-34(62)22-42(66)48(38)46(52)26-3-11-30(58)12-4-26/h1-24,45-46,51-66H";2015-06-08 18:19:00;"jan";FALSE;TRUE;25.89
"FEM_long";"isorhamnetin 3-glucoside";NA;"InChI=1S/C22H22O12/c1-31-12-4-8(2-3-10(12)25)20-21(17(28)15-11(26)5-9(24)6-13(15)32-20)34-22-19(30)18(29)16(27)14(7-23)33-22/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3";2015-06-08 20:09:30;"jan";FALSE;TRUE;31.53
"FEM_long";"isorhamnetin 3-rutinoside";NA;"InChI=1S/C28H32O16/c1-9-18(32)21(35)23(37)27(41-9)40-8-16-19(33)22(36)24(38)28(43-16)44-26-20(34)17-13(31)6-11(29)7-15(17)42-25(26)10-3-4-12(30)14(5-10)39-2/h3-7,9,16,18-19,21-24,27-33,35-38H,8H2,1-2H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;31.7
